task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task2,001124,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001124.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001124_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001125,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001125.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001125_attribute_negative_network.png,6688,4459,6688,4459,True,,,OK
task2,001126,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001126.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001126_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001127,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001127.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001127_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001128,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001128.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001128_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001129,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001129.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001129_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001130,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001130.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001130_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001131,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001131.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001131_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001132,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001132.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001132_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001133,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001133.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001133_attribute_negative_network.png,6621,4422,6621,4422,True,,,OK
task2,001134,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001134.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001134_attribute_negative_network.png,6648,4439,6648,4439,True,,,OK
task2,001135,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001135.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001135_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001136,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001136.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001136_attribute_negative_network.png,6708,4439,6708,4439,True,,,OK
task2,001137,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001137.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001137_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001138,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001138.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001138_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001139,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001139.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001139_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001140,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001140.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001140_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001141,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001141.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001141_attribute_negative_network.png,6648,4439,6648,4439,True,,,OK
task2,001142,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001142.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001142_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001143,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001143.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001143_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001144,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001144.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001144_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001145,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001145.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001145_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001146,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001146.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001146_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001147,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001147.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001147_attribute_negative_network.png,6602,4401,6602,4401,True,,,OK
task2,001148,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001148.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001148_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001149,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001149.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001149_attribute_negative_network.png,6600,4401,6600,4401,True,,,OK
task2,001150,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001150.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001150_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001151,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001151.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001151_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001152,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001152.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001152_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001153,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001153.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001153_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001154,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001154.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001154_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001155,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001155.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001155_attribute_negative_network.png,767,576,767,576,True,,,OK
task2,001156,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001156.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001156_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001157,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001157.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001157_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001158,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001158.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001158_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001159,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001159.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001159_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001160,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001160.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001160_attribute_negative_network.png,919,802,919,802,True,,,OK
task2,001161,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001161.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001161_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001162,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001162.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001162_attribute_negative_network.png,6622,4441,6622,4441,True,,,OK
task2,001163,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001163.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001163_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001164,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001164.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001164_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001165,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001165.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001165_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001166,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001166.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001166_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001167,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001167.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001167_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001168,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001168.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001168_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001169,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001169.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001169_attribute_negative_network.png,6642,4440,6642,4440,True,,,OK
task2,001170,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001170.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001170_attribute_negative_network.png,2592,1936,2592,1936,True,,,OK
task2,001171,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001171.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001171_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001172,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001172.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001172_attribute_negative_network.png,6681,4422,6681,4422,True,,,OK
task2,001173,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001173.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001173_attribute_negative_network.png,6708,4439,6708,4439,True,,,OK
task2,001174,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001174.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001174_attribute_negative_network.png,6648,4479,6648,4479,True,,,OK
task2,001175,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001175.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001175_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001176,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001176.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001176_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001177,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001177.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001177_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001178,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001178.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001178_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001179,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001179.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001179_attribute_negative_network.png,1504,1129,1504,1129,True,,,OK
task2,001180,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001180.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001180_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001181,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001181.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001181_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001182,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001182.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001182_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001183,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001183.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001183_attribute_negative_network.png,1751,1524,1751,1524,True,,,OK
task2,001184,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001184.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001184_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001185,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001185.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001185_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001186,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001186.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001186_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001187,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001187.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001187_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001188,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001188.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001188_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001189,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001189.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001189_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001190,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001190.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001190_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001191,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001191.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001191_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001192,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001192.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001192_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001193,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001193.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001193_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001194,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001194.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001194_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001195,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001195.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001195_attribute_negative_network.png,767,576,767,576,True,,,OK
task2,001196,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001196.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001196_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001197,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001197.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001197_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001198,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001198.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001198_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001199,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001199.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001199_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001200,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001200.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001200_attribute_negative_network.png,6642,4422,6642,4422,True,,,OK
task2,001201,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001201.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001201_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001202,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001202.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001202_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001203,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001203.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001203_attribute_negative_network.png,2048,1536,2048,1536,True,,,OK
task2,001204,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001204.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001204_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001205,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001205.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001205_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001206,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001206.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001206_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001207,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001207.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001207_attribute_negative_network.png,919,802,919,802,True,,,OK
task2,001208,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001208.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001208_attribute_negative_network.png,767,576,767,576,True,,,OK
task2,001209,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001209.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001209_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001210,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001210.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001210_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001211,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001211.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001211_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001212,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001212.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001212_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001213,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001213.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001213_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001214,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001214.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001214_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001215,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001215.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001215_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001216,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001216.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001216_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001217,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001217.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001217_attribute_negative_network.png,6688,4439,6688,4439,True,,,OK
task2,001218,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001218.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001218_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001219,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001219.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001219_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001220,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001220.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001220_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001221,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001221.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001221_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001222,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001222.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001222_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001223,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001223.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001223_attribute_negative_network.png,3024,2016,3024,2016,True,,,OK
task2,001224,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001224.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001224_attribute_negative_network.png,2304,3072,2304,3072,True,,,OK
task2,001225,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001225.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001225_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001226,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001226.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001226_attribute_negative_network.png,6708,4439,6708,4439,True,,,OK
task2,001227,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001227.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001227_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001228,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001228.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001228_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001229,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001229.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001229_attribute_negative_network.png,2048,1536,2048,1536,True,,,OK
task2,001230,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001230.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001230_attribute_negative_network.png,2592,3872,2592,3872,True,,,OK
task2,001231,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001231.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001231_attribute_negative_network.png,2272,1704,2272,1704,True,,,OK
task2,001232,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001232.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001232_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001233,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001233.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001233_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001234,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001234.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001234_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001235,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001235.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001235_attribute_negative_network.png,6608,4399,6608,4399,True,,,OK
task2,001236,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001236.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001236_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001237,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001237.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001237_attribute_negative_network.png,2592,1936,2592,1936,True,,,OK
task2,001238,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001238.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001238_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001239,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001239.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001239_attribute_negative_network.png,1504,1129,1504,1129,True,,,OK
task2,001240,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001240.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001240_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001241,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001241.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001241_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001242,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001242.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001242_attribute_negative_network.png,2592,1936,2592,1936,True,,,OK
task2,001243,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001243.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001243_attribute_negative_network.png,640,480,640,480,True,,,OK
task2,001244,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001244.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001244_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001245,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001245.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001245_attribute_negative_network.png,6688,4459,6688,4459,True,,,OK
task2,001246,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001246.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001246_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001247,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001247.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001247_attribute_negative_network.png,2048,1536,2048,1536,True,,,OK
task2,001248,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001248.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001248_attribute_negative_network.png,6668,4459,6668,4459,True,,,OK
task2,001249,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001249.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001249_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001250,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001250.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001250_attribute_negative_network.png,824,719,824,719,True,,,OK
task2,001251,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001251.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001251_attribute_negative_network.png,3872,2592,3872,2592,True,,,OK
task2,001252,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001252.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001252_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001253,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001253.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001253_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001254,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001254.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001254_attribute_negative_network.png,1024,768,1024,768,True,,,OK
task2,001255,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001255.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001255_attribute_negative_network.png,3008,2000,3008,2000,True,,,OK
task2,001256,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001256.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001256_attribute_negative_network.png,3072,2304,3072,2304,True,,,OK
task2,001257,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001257.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001257_attribute_negative_network.png,6642,4421,6642,4421,True,,,OK
task2,001258,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001258.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001258_attribute_negative_network.png,4288,2848,4288,2848,True,,,OK
task2,001259,negative_network,D:\Biology-AI\data\Task2_Attributes\images\001259.jpg,D:\Biology-AI\data\Task2_Attributes\masks\negative_network\001259_attribute_negative_network.png,1024,768,1024,768,True,,,OK
