image_id,task1_path,task2_path,task1_exists,task2_exists,same_content,error
001431,D:\Biology-AI\data\Task1_Segmentation\images\001431.jpg,D:\Biology-AI\data\Task2_Attributes\images\001431.jpg,True,True,True,
001432,D:\Biology-AI\data\Task1_Segmentation\images\001432.jpg,D:\Biology-AI\data\Task2_Attributes\images\001432.jpg,True,True,True,
001433,D:\Biology-AI\data\Task1_Segmentation\images\001433.jpg,D:\Biology-AI\data\Task2_Attributes\images\001433.jpg,True,True,True,
001434,D:\Biology-AI\data\Task1_Segmentation\images\001434.jpg,D:\Biology-AI\data\Task2_Attributes\images\001434.jpg,True,True,True,
001435,D:\Biology-AI\data\Task1_Segmentation\images\001435.jpg,D:\Biology-AI\data\Task2_Attributes\images\001435.jpg,True,True,True,
001436,D:\Biology-AI\data\Task1_Segmentation\images\001436.jpg,D:\Biology-AI\data\Task2_Attributes\images\001436.jpg,True,True,True,
001437,D:\Biology-AI\data\Task1_Segmentation\images\001437.jpg,D:\Biology-AI\data\Task2_Attributes\images\001437.jpg,True,True,True,
001438,D:\Biology-AI\data\Task1_Segmentation\images\001438.jpg,D:\Biology-AI\data\Task2_Attributes\images\001438.jpg,True,True,True,
001439,D:\Biology-AI\data\Task1_Segmentation\images\001439.jpg,D:\Biology-AI\data\Task2_Attributes\images\001439.jpg,True,True,True,
001440,D:\Biology-AI\data\Task1_Segmentation\images\001440.jpg,D:\Biology-AI\data\Task2_Attributes\images\001440.jpg,True,True,True,
001441,D:\Biology-AI\data\Task1_Segmentation\images\001441.jpg,D:\Biology-AI\data\Task2_Attributes\images\001441.jpg,True,True,True,
001442,D:\Biology-AI\data\Task1_Segmentation\images\001442.jpg,D:\Biology-AI\data\Task2_Attributes\images\001442.jpg,True,True,True,
001443,D:\Biology-AI\data\Task1_Segmentation\images\001443.jpg,D:\Biology-AI\data\Task2_Attributes\images\001443.jpg,True,True,True,
001444,D:\Biology-AI\data\Task1_Segmentation\images\001444.jpg,D:\Biology-AI\data\Task2_Attributes\images\001444.jpg,True,True,True,
001445,D:\Biology-AI\data\Task1_Segmentation\images\001445.jpg,D:\Biology-AI\data\Task2_Attributes\images\001445.jpg,True,True,True,
001446,D:\Biology-AI\data\Task1_Segmentation\images\001446.jpg,D:\Biology-AI\data\Task2_Attributes\images\001446.jpg,True,True,True,
001447,D:\Biology-AI\data\Task1_Segmentation\images\001447.jpg,D:\Biology-AI\data\Task2_Attributes\images\001447.jpg,True,True,True,
001448,D:\Biology-AI\data\Task1_Segmentation\images\001448.jpg,D:\Biology-AI\data\Task2_Attributes\images\001448.jpg,True,True,True,
001449,D:\Biology-AI\data\Task1_Segmentation\images\001449.jpg,D:\Biology-AI\data\Task2_Attributes\images\001449.jpg,True,True,True,
001450,D:\Biology-AI\data\Task1_Segmentation\images\001450.jpg,D:\Biology-AI\data\Task2_Attributes\images\001450.jpg,True,True,True,
001451,D:\Biology-AI\data\Task1_Segmentation\images\001451.jpg,D:\Biology-AI\data\Task2_Attributes\images\001451.jpg,True,True,True,
001452,D:\Biology-AI\data\Task1_Segmentation\images\001452.jpg,D:\Biology-AI\data\Task2_Attributes\images\001452.jpg,True,True,True,
001453,D:\Biology-AI\data\Task1_Segmentation\images\001453.jpg,D:\Biology-AI\data\Task2_Attributes\images\001453.jpg,True,True,True,
001454,D:\Biology-AI\data\Task1_Segmentation\images\001454.jpg,D:\Biology-AI\data\Task2_Attributes\images\001454.jpg,True,True,True,
001455,D:\Biology-AI\data\Task1_Segmentation\images\001455.jpg,D:\Biology-AI\data\Task2_Attributes\images\001455.jpg,True,True,True,
001456,D:\Biology-AI\data\Task1_Segmentation\images\001456.jpg,D:\Biology-AI\data\Task2_Attributes\images\001456.jpg,True,True,True,
001457,D:\Biology-AI\data\Task1_Segmentation\images\001457.jpg,D:\Biology-AI\data\Task2_Attributes\images\001457.jpg,True,True,True,
001458,D:\Biology-AI\data\Task1_Segmentation\images\001458.jpg,D:\Biology-AI\data\Task2_Attributes\images\001458.jpg,True,True,True,
001459,D:\Biology-AI\data\Task1_Segmentation\images\001459.jpg,D:\Biology-AI\data\Task2_Attributes\images\001459.jpg,True,True,True,
001460,D:\Biology-AI\data\Task1_Segmentation\images\001460.jpg,D:\Biology-AI\data\Task2_Attributes\images\001460.jpg,True,True,True,
001461,D:\Biology-AI\data\Task1_Segmentation\images\001461.jpg,D:\Biology-AI\data\Task2_Attributes\images\001461.jpg,True,True,True,
001462,D:\Biology-AI\data\Task1_Segmentation\images\001462.jpg,D:\Biology-AI\data\Task2_Attributes\images\001462.jpg,True,True,True,
001463,D:\Biology-AI\data\Task1_Segmentation\images\001463.jpg,D:\Biology-AI\data\Task2_Attributes\images\001463.jpg,True,True,True,
001464,D:\Biology-AI\data\Task1_Segmentation\images\001464.jpg,D:\Biology-AI\data\Task2_Attributes\images\001464.jpg,True,True,True,
001465,D:\Biology-AI\data\Task1_Segmentation\images\001465.jpg,D:\Biology-AI\data\Task2_Attributes\images\001465.jpg,True,True,True,
001466,D:\Biology-AI\data\Task1_Segmentation\images\001466.jpg,D:\Biology-AI\data\Task2_Attributes\images\001466.jpg,True,True,True,
001467,D:\Biology-AI\data\Task1_Segmentation\images\001467.jpg,D:\Biology-AI\data\Task2_Attributes\images\001467.jpg,True,True,True,
001468,D:\Biology-AI\data\Task1_Segmentation\images\001468.jpg,D:\Biology-AI\data\Task2_Attributes\images\001468.jpg,True,True,True,
001469,D:\Biology-AI\data\Task1_Segmentation\images\001469.jpg,D:\Biology-AI\data\Task2_Attributes\images\001469.jpg,True,True,True,
001470,D:\Biology-AI\data\Task1_Segmentation\images\001470.jpg,D:\Biology-AI\data\Task2_Attributes\images\001470.jpg,True,True,True,
001471,D:\Biology-AI\data\Task1_Segmentation\images\001471.jpg,D:\Biology-AI\data\Task2_Attributes\images\001471.jpg,True,True,True,
001472,D:\Biology-AI\data\Task1_Segmentation\images\001472.jpg,D:\Biology-AI\data\Task2_Attributes\images\001472.jpg,True,True,True,
001473,D:\Biology-AI\data\Task1_Segmentation\images\001473.jpg,D:\Biology-AI\data\Task2_Attributes\images\001473.jpg,True,True,True,
001474,D:\Biology-AI\data\Task1_Segmentation\images\001474.jpg,D:\Biology-AI\data\Task2_Attributes\images\001474.jpg,True,True,True,
001475,D:\Biology-AI\data\Task1_Segmentation\images\001475.jpg,D:\Biology-AI\data\Task2_Attributes\images\001475.jpg,True,True,True,
001476,D:\Biology-AI\data\Task1_Segmentation\images\001476.jpg,D:\Biology-AI\data\Task2_Attributes\images\001476.jpg,True,True,True,
001477,D:\Biology-AI\data\Task1_Segmentation\images\001477.jpg,D:\Biology-AI\data\Task2_Attributes\images\001477.jpg,True,True,True,
001478,D:\Biology-AI\data\Task1_Segmentation\images\001478.jpg,D:\Biology-AI\data\Task2_Attributes\images\001478.jpg,True,True,True,
001479,D:\Biology-AI\data\Task1_Segmentation\images\001479.jpg,D:\Biology-AI\data\Task2_Attributes\images\001479.jpg,True,True,True,
001480,D:\Biology-AI\data\Task1_Segmentation\images\001480.jpg,D:\Biology-AI\data\Task2_Attributes\images\001480.jpg,True,True,True,
001481,D:\Biology-AI\data\Task1_Segmentation\images\001481.jpg,D:\Biology-AI\data\Task2_Attributes\images\001481.jpg,True,True,True,
001482,D:\Biology-AI\data\Task1_Segmentation\images\001482.jpg,D:\Biology-AI\data\Task2_Attributes\images\001482.jpg,True,True,True,
001483,D:\Biology-AI\data\Task1_Segmentation\images\001483.jpg,D:\Biology-AI\data\Task2_Attributes\images\001483.jpg,True,True,True,
001484,D:\Biology-AI\data\Task1_Segmentation\images\001484.jpg,D:\Biology-AI\data\Task2_Attributes\images\001484.jpg,True,True,True,
001485,D:\Biology-AI\data\Task1_Segmentation\images\001485.jpg,D:\Biology-AI\data\Task2_Attributes\images\001485.jpg,True,True,True,
001486,D:\Biology-AI\data\Task1_Segmentation\images\001486.jpg,D:\Biology-AI\data\Task2_Attributes\images\001486.jpg,True,True,True,
001487,D:\Biology-AI\data\Task1_Segmentation\images\001487.jpg,D:\Biology-AI\data\Task2_Attributes\images\001487.jpg,True,True,True,
001488,D:\Biology-AI\data\Task1_Segmentation\images\001488.jpg,D:\Biology-AI\data\Task2_Attributes\images\001488.jpg,True,True,True,
001489,D:\Biology-AI\data\Task1_Segmentation\images\001489.jpg,D:\Biology-AI\data\Task2_Attributes\images\001489.jpg,True,True,True,
001490,D:\Biology-AI\data\Task1_Segmentation\images\001490.jpg,D:\Biology-AI\data\Task2_Attributes\images\001490.jpg,True,True,True,
001491,D:\Biology-AI\data\Task1_Segmentation\images\001491.jpg,D:\Biology-AI\data\Task2_Attributes\images\001491.jpg,True,True,True,
001492,D:\Biology-AI\data\Task1_Segmentation\images\001492.jpg,D:\Biology-AI\data\Task2_Attributes\images\001492.jpg,True,True,True,
001493,D:\Biology-AI\data\Task1_Segmentation\images\001493.jpg,D:\Biology-AI\data\Task2_Attributes\images\001493.jpg,True,True,True,
001494,D:\Biology-AI\data\Task1_Segmentation\images\001494.jpg,D:\Biology-AI\data\Task2_Attributes\images\001494.jpg,True,True,True,
001495,D:\Biology-AI\data\Task1_Segmentation\images\001495.jpg,D:\Biology-AI\data\Task2_Attributes\images\001495.jpg,True,True,True,
001496,D:\Biology-AI\data\Task1_Segmentation\images\001496.jpg,D:\Biology-AI\data\Task2_Attributes\images\001496.jpg,True,True,True,
001497,D:\Biology-AI\data\Task1_Segmentation\images\001497.jpg,D:\Biology-AI\data\Task2_Attributes\images\001497.jpg,True,True,True,
001498,D:\Biology-AI\data\Task1_Segmentation\images\001498.jpg,D:\Biology-AI\data\Task2_Attributes\images\001498.jpg,True,True,True,
001499,D:\Biology-AI\data\Task1_Segmentation\images\001499.jpg,D:\Biology-AI\data\Task2_Attributes\images\001499.jpg,True,True,True,
001500,D:\Biology-AI\data\Task1_Segmentation\images\001500.jpg,D:\Biology-AI\data\Task2_Attributes\images\001500.jpg,True,True,True,
001501,D:\Biology-AI\data\Task1_Segmentation\images\001501.jpg,D:\Biology-AI\data\Task2_Attributes\images\001501.jpg,True,True,True,
001502,D:\Biology-AI\data\Task1_Segmentation\images\001502.jpg,D:\Biology-AI\data\Task2_Attributes\images\001502.jpg,True,True,True,
001503,D:\Biology-AI\data\Task1_Segmentation\images\001503.jpg,D:\Biology-AI\data\Task2_Attributes\images\001503.jpg,True,True,True,
001504,D:\Biology-AI\data\Task1_Segmentation\images\001504.jpg,D:\Biology-AI\data\Task2_Attributes\images\001504.jpg,True,True,True,
001505,D:\Biology-AI\data\Task1_Segmentation\images\001505.jpg,D:\Biology-AI\data\Task2_Attributes\images\001505.jpg,True,True,True,
001506,D:\Biology-AI\data\Task1_Segmentation\images\001506.jpg,D:\Biology-AI\data\Task2_Attributes\images\001506.jpg,True,True,True,
001507,D:\Biology-AI\data\Task1_Segmentation\images\001507.jpg,D:\Biology-AI\data\Task2_Attributes\images\001507.jpg,True,True,True,
001508,D:\Biology-AI\data\Task1_Segmentation\images\001508.jpg,D:\Biology-AI\data\Task2_Attributes\images\001508.jpg,True,True,True,
001509,D:\Biology-AI\data\Task1_Segmentation\images\001509.jpg,D:\Biology-AI\data\Task2_Attributes\images\001509.jpg,True,True,True,
001510,D:\Biology-AI\data\Task1_Segmentation\images\001510.jpg,D:\Biology-AI\data\Task2_Attributes\images\001510.jpg,True,True,True,
001511,D:\Biology-AI\data\Task1_Segmentation\images\001511.jpg,D:\Biology-AI\data\Task2_Attributes\images\001511.jpg,True,True,True,
001512,D:\Biology-AI\data\Task1_Segmentation\images\001512.jpg,D:\Biology-AI\data\Task2_Attributes\images\001512.jpg,True,True,True,
001513,D:\Biology-AI\data\Task1_Segmentation\images\001513.jpg,D:\Biology-AI\data\Task2_Attributes\images\001513.jpg,True,True,True,
001514,D:\Biology-AI\data\Task1_Segmentation\images\001514.jpg,D:\Biology-AI\data\Task2_Attributes\images\001514.jpg,True,True,True,
001515,D:\Biology-AI\data\Task1_Segmentation\images\001515.jpg,D:\Biology-AI\data\Task2_Attributes\images\001515.jpg,True,True,True,
001516,D:\Biology-AI\data\Task1_Segmentation\images\001516.jpg,D:\Biology-AI\data\Task2_Attributes\images\001516.jpg,True,True,True,
001517,D:\Biology-AI\data\Task1_Segmentation\images\001517.jpg,D:\Biology-AI\data\Task2_Attributes\images\001517.jpg,True,True,True,
001518,D:\Biology-AI\data\Task1_Segmentation\images\001518.jpg,D:\Biology-AI\data\Task2_Attributes\images\001518.jpg,True,True,True,
001519,D:\Biology-AI\data\Task1_Segmentation\images\001519.jpg,D:\Biology-AI\data\Task2_Attributes\images\001519.jpg,True,True,True,
001520,D:\Biology-AI\data\Task1_Segmentation\images\001520.jpg,D:\Biology-AI\data\Task2_Attributes\images\001520.jpg,True,True,True,
001521,D:\Biology-AI\data\Task1_Segmentation\images\001521.jpg,D:\Biology-AI\data\Task2_Attributes\images\001521.jpg,True,True,True,
001522,D:\Biology-AI\data\Task1_Segmentation\images\001522.jpg,D:\Biology-AI\data\Task2_Attributes\images\001522.jpg,True,True,True,
001523,D:\Biology-AI\data\Task1_Segmentation\images\001523.jpg,D:\Biology-AI\data\Task2_Attributes\images\001523.jpg,True,True,True,
001524,D:\Biology-AI\data\Task1_Segmentation\images\001524.jpg,D:\Biology-AI\data\Task2_Attributes\images\001524.jpg,True,True,True,
001525,D:\Biology-AI\data\Task1_Segmentation\images\001525.jpg,D:\Biology-AI\data\Task2_Attributes\images\001525.jpg,True,True,True,
001526,D:\Biology-AI\data\Task1_Segmentation\images\001526.jpg,D:\Biology-AI\data\Task2_Attributes\images\001526.jpg,True,True,True,
001527,D:\Biology-AI\data\Task1_Segmentation\images\001527.jpg,D:\Biology-AI\data\Task2_Attributes\images\001527.jpg,True,True,True,
001528,D:\Biology-AI\data\Task1_Segmentation\images\001528.jpg,D:\Biology-AI\data\Task2_Attributes\images\001528.jpg,True,True,True,
001529,D:\Biology-AI\data\Task1_Segmentation\images\001529.jpg,D:\Biology-AI\data\Task2_Attributes\images\001529.jpg,True,True,True,
001530,D:\Biology-AI\data\Task1_Segmentation\images\001530.jpg,D:\Biology-AI\data\Task2_Attributes\images\001530.jpg,True,True,True,
001531,D:\Biology-AI\data\Task1_Segmentation\images\001531.jpg,D:\Biology-AI\data\Task2_Attributes\images\001531.jpg,True,True,True,
001532,D:\Biology-AI\data\Task1_Segmentation\images\001532.jpg,D:\Biology-AI\data\Task2_Attributes\images\001532.jpg,True,True,True,
001533,D:\Biology-AI\data\Task1_Segmentation\images\001533.jpg,D:\Biology-AI\data\Task2_Attributes\images\001533.jpg,True,True,True,
001534,D:\Biology-AI\data\Task1_Segmentation\images\001534.jpg,D:\Biology-AI\data\Task2_Attributes\images\001534.jpg,True,True,True,
001535,D:\Biology-AI\data\Task1_Segmentation\images\001535.jpg,D:\Biology-AI\data\Task2_Attributes\images\001535.jpg,True,True,True,
001536,D:\Biology-AI\data\Task1_Segmentation\images\001536.jpg,D:\Biology-AI\data\Task2_Attributes\images\001536.jpg,True,True,True,
001537,D:\Biology-AI\data\Task1_Segmentation\images\001537.jpg,D:\Biology-AI\data\Task2_Attributes\images\001537.jpg,True,True,True,
001538,D:\Biology-AI\data\Task1_Segmentation\images\001538.jpg,D:\Biology-AI\data\Task2_Attributes\images\001538.jpg,True,True,True,
001539,D:\Biology-AI\data\Task1_Segmentation\images\001539.jpg,D:\Biology-AI\data\Task2_Attributes\images\001539.jpg,True,True,True,
001540,D:\Biology-AI\data\Task1_Segmentation\images\001540.jpg,D:\Biology-AI\data\Task2_Attributes\images\001540.jpg,True,True,True,
001541,D:\Biology-AI\data\Task1_Segmentation\images\001541.jpg,D:\Biology-AI\data\Task2_Attributes\images\001541.jpg,True,True,True,
001542,D:\Biology-AI\data\Task1_Segmentation\images\001542.jpg,D:\Biology-AI\data\Task2_Attributes\images\001542.jpg,True,True,True,
001543,D:\Biology-AI\data\Task1_Segmentation\images\001543.jpg,D:\Biology-AI\data\Task2_Attributes\images\001543.jpg,True,True,True,
001544,D:\Biology-AI\data\Task1_Segmentation\images\001544.jpg,D:\Biology-AI\data\Task2_Attributes\images\001544.jpg,True,True,True,
001545,D:\Biology-AI\data\Task1_Segmentation\images\001545.jpg,D:\Biology-AI\data\Task2_Attributes\images\001545.jpg,True,True,True,
001546,D:\Biology-AI\data\Task1_Segmentation\images\001546.jpg,D:\Biology-AI\data\Task2_Attributes\images\001546.jpg,True,True,True,
001547,D:\Biology-AI\data\Task1_Segmentation\images\001547.jpg,D:\Biology-AI\data\Task2_Attributes\images\001547.jpg,True,True,True,
001548,D:\Biology-AI\data\Task1_Segmentation\images\001548.jpg,D:\Biology-AI\data\Task2_Attributes\images\001548.jpg,True,True,True,
001549,D:\Biology-AI\data\Task1_Segmentation\images\001549.jpg,D:\Biology-AI\data\Task2_Attributes\images\001549.jpg,True,True,True,
001550,D:\Biology-AI\data\Task1_Segmentation\images\001550.jpg,D:\Biology-AI\data\Task2_Attributes\images\001550.jpg,True,True,True,
001551,D:\Biology-AI\data\Task1_Segmentation\images\001551.jpg,D:\Biology-AI\data\Task2_Attributes\images\001551.jpg,True,True,True,
001552,D:\Biology-AI\data\Task1_Segmentation\images\001552.jpg,D:\Biology-AI\data\Task2_Attributes\images\001552.jpg,True,True,True,
001553,D:\Biology-AI\data\Task1_Segmentation\images\001553.jpg,D:\Biology-AI\data\Task2_Attributes\images\001553.jpg,True,True,True,
001554,D:\Biology-AI\data\Task1_Segmentation\images\001554.jpg,D:\Biology-AI\data\Task2_Attributes\images\001554.jpg,True,True,True,
001555,D:\Biology-AI\data\Task1_Segmentation\images\001555.jpg,D:\Biology-AI\data\Task2_Attributes\images\001555.jpg,True,True,True,
001556,D:\Biology-AI\data\Task1_Segmentation\images\001556.jpg,D:\Biology-AI\data\Task2_Attributes\images\001556.jpg,True,True,True,
001557,D:\Biology-AI\data\Task1_Segmentation\images\001557.jpg,D:\Biology-AI\data\Task2_Attributes\images\001557.jpg,True,True,True,
001558,D:\Biology-AI\data\Task1_Segmentation\images\001558.jpg,D:\Biology-AI\data\Task2_Attributes\images\001558.jpg,True,True,True,
001559,D:\Biology-AI\data\Task1_Segmentation\images\001559.jpg,D:\Biology-AI\data\Task2_Attributes\images\001559.jpg,True,True,True,
001560,D:\Biology-AI\data\Task1_Segmentation\images\001560.jpg,D:\Biology-AI\data\Task2_Attributes\images\001560.jpg,True,True,True,
001561,D:\Biology-AI\data\Task1_Segmentation\images\001561.jpg,D:\Biology-AI\data\Task2_Attributes\images\001561.jpg,True,True,True,
001562,D:\Biology-AI\data\Task1_Segmentation\images\001562.jpg,D:\Biology-AI\data\Task2_Attributes\images\001562.jpg,True,True,True,
001563,D:\Biology-AI\data\Task1_Segmentation\images\001563.jpg,D:\Biology-AI\data\Task2_Attributes\images\001563.jpg,True,True,True,
001564,D:\Biology-AI\data\Task1_Segmentation\images\001564.jpg,D:\Biology-AI\data\Task2_Attributes\images\001564.jpg,True,True,True,
001565,D:\Biology-AI\data\Task1_Segmentation\images\001565.jpg,D:\Biology-AI\data\Task2_Attributes\images\001565.jpg,True,True,True,
001566,D:\Biology-AI\data\Task1_Segmentation\images\001566.jpg,D:\Biology-AI\data\Task2_Attributes\images\001566.jpg,True,True,True,
001567,D:\Biology-AI\data\Task1_Segmentation\images\001567.jpg,D:\Biology-AI\data\Task2_Attributes\images\001567.jpg,True,True,True,
001568,D:\Biology-AI\data\Task1_Segmentation\images\001568.jpg,D:\Biology-AI\data\Task2_Attributes\images\001568.jpg,True,True,True,
001569,D:\Biology-AI\data\Task1_Segmentation\images\001569.jpg,D:\Biology-AI\data\Task2_Attributes\images\001569.jpg,True,True,True,
001570,D:\Biology-AI\data\Task1_Segmentation\images\001570.jpg,D:\Biology-AI\data\Task2_Attributes\images\001570.jpg,True,True,True,
001571,D:\Biology-AI\data\Task1_Segmentation\images\001571.jpg,D:\Biology-AI\data\Task2_Attributes\images\001571.jpg,True,True,True,
001572,D:\Biology-AI\data\Task1_Segmentation\images\001572.jpg,D:\Biology-AI\data\Task2_Attributes\images\001572.jpg,True,True,True,
001573,D:\Biology-AI\data\Task1_Segmentation\images\001573.jpg,D:\Biology-AI\data\Task2_Attributes\images\001573.jpg,True,True,True,
001574,D:\Biology-AI\data\Task1_Segmentation\images\001574.jpg,D:\Biology-AI\data\Task2_Attributes\images\001574.jpg,True,True,True,
001575,D:\Biology-AI\data\Task1_Segmentation\images\001575.jpg,D:\Biology-AI\data\Task2_Attributes\images\001575.jpg,True,True,True,
001576,D:\Biology-AI\data\Task1_Segmentation\images\001576.jpg,D:\Biology-AI\data\Task2_Attributes\images\001576.jpg,True,True,True,
001577,D:\Biology-AI\data\Task1_Segmentation\images\001577.jpg,D:\Biology-AI\data\Task2_Attributes\images\001577.jpg,True,True,True,
001578,D:\Biology-AI\data\Task1_Segmentation\images\001578.jpg,D:\Biology-AI\data\Task2_Attributes\images\001578.jpg,True,True,True,
001579,D:\Biology-AI\data\Task1_Segmentation\images\001579.jpg,D:\Biology-AI\data\Task2_Attributes\images\001579.jpg,True,True,True,
001580,D:\Biology-AI\data\Task1_Segmentation\images\001580.jpg,D:\Biology-AI\data\Task2_Attributes\images\001580.jpg,True,True,True,
001581,D:\Biology-AI\data\Task1_Segmentation\images\001581.jpg,D:\Biology-AI\data\Task2_Attributes\images\001581.jpg,True,True,True,
001582,D:\Biology-AI\data\Task1_Segmentation\images\001582.jpg,D:\Biology-AI\data\Task2_Attributes\images\001582.jpg,True,True,True,
001583,D:\Biology-AI\data\Task1_Segmentation\images\001583.jpg,D:\Biology-AI\data\Task2_Attributes\images\001583.jpg,True,True,True,
001584,D:\Biology-AI\data\Task1_Segmentation\images\001584.jpg,D:\Biology-AI\data\Task2_Attributes\images\001584.jpg,True,True,True,
001585,D:\Biology-AI\data\Task1_Segmentation\images\001585.jpg,D:\Biology-AI\data\Task2_Attributes\images\001585.jpg,True,True,True,
001586,D:\Biology-AI\data\Task1_Segmentation\images\001586.jpg,D:\Biology-AI\data\Task2_Attributes\images\001586.jpg,True,True,True,
001587,D:\Biology-AI\data\Task1_Segmentation\images\001587.jpg,D:\Biology-AI\data\Task2_Attributes\images\001587.jpg,True,True,True,
001588,D:\Biology-AI\data\Task1_Segmentation\images\001588.jpg,D:\Biology-AI\data\Task2_Attributes\images\001588.jpg,True,True,True,
001589,D:\Biology-AI\data\Task1_Segmentation\images\001589.jpg,D:\Biology-AI\data\Task2_Attributes\images\001589.jpg,True,True,True,
001590,D:\Biology-AI\data\Task1_Segmentation\images\001590.jpg,D:\Biology-AI\data\Task2_Attributes\images\001590.jpg,True,True,True,
001591,D:\Biology-AI\data\Task1_Segmentation\images\001591.jpg,D:\Biology-AI\data\Task2_Attributes\images\001591.jpg,True,True,True,
001592,D:\Biology-AI\data\Task1_Segmentation\images\001592.jpg,D:\Biology-AI\data\Task2_Attributes\images\001592.jpg,True,True,True,
001593,D:\Biology-AI\data\Task1_Segmentation\images\001593.jpg,D:\Biology-AI\data\Task2_Attributes\images\001593.jpg,True,True,True,
001594,D:\Biology-AI\data\Task1_Segmentation\images\001594.jpg,D:\Biology-AI\data\Task2_Attributes\images\001594.jpg,True,True,True,
001595,D:\Biology-AI\data\Task1_Segmentation\images\001595.jpg,D:\Biology-AI\data\Task2_Attributes\images\001595.jpg,True,True,True,
001596,D:\Biology-AI\data\Task1_Segmentation\images\001596.jpg,D:\Biology-AI\data\Task2_Attributes\images\001596.jpg,True,True,True,
001597,D:\Biology-AI\data\Task1_Segmentation\images\001597.jpg,D:\Biology-AI\data\Task2_Attributes\images\001597.jpg,True,True,True,
001598,D:\Biology-AI\data\Task1_Segmentation\images\001598.jpg,D:\Biology-AI\data\Task2_Attributes\images\001598.jpg,True,True,True,
001599,D:\Biology-AI\data\Task1_Segmentation\images\001599.jpg,D:\Biology-AI\data\Task2_Attributes\images\001599.jpg,True,True,True,
001600,D:\Biology-AI\data\Task1_Segmentation\images\001600.jpg,D:\Biology-AI\data\Task2_Attributes\images\001600.jpg,True,True,True,
001601,D:\Biology-AI\data\Task1_Segmentation\images\001601.jpg,D:\Biology-AI\data\Task2_Attributes\images\001601.jpg,True,True,True,
001602,D:\Biology-AI\data\Task1_Segmentation\images\001602.jpg,D:\Biology-AI\data\Task2_Attributes\images\001602.jpg,True,True,True,
001603,D:\Biology-AI\data\Task1_Segmentation\images\001603.jpg,D:\Biology-AI\data\Task2_Attributes\images\001603.jpg,True,True,True,
001604,D:\Biology-AI\data\Task1_Segmentation\images\001604.jpg,D:\Biology-AI\data\Task2_Attributes\images\001604.jpg,True,True,True,
001605,D:\Biology-AI\data\Task1_Segmentation\images\001605.jpg,D:\Biology-AI\data\Task2_Attributes\images\001605.jpg,True,True,True,
001606,D:\Biology-AI\data\Task1_Segmentation\images\001606.jpg,D:\Biology-AI\data\Task2_Attributes\images\001606.jpg,True,True,True,
001607,D:\Biology-AI\data\Task1_Segmentation\images\001607.jpg,D:\Biology-AI\data\Task2_Attributes\images\001607.jpg,True,True,True,
001608,D:\Biology-AI\data\Task1_Segmentation\images\001608.jpg,D:\Biology-AI\data\Task2_Attributes\images\001608.jpg,True,True,True,
001609,D:\Biology-AI\data\Task1_Segmentation\images\001609.jpg,D:\Biology-AI\data\Task2_Attributes\images\001609.jpg,True,True,True,
001610,D:\Biology-AI\data\Task1_Segmentation\images\001610.jpg,D:\Biology-AI\data\Task2_Attributes\images\001610.jpg,True,True,True,
001611,D:\Biology-AI\data\Task1_Segmentation\images\001611.jpg,D:\Biology-AI\data\Task2_Attributes\images\001611.jpg,True,True,True,
001612,D:\Biology-AI\data\Task1_Segmentation\images\001612.jpg,D:\Biology-AI\data\Task2_Attributes\images\001612.jpg,True,True,True,
001613,D:\Biology-AI\data\Task1_Segmentation\images\001613.jpg,D:\Biology-AI\data\Task2_Attributes\images\001613.jpg,True,True,True,
001614,D:\Biology-AI\data\Task1_Segmentation\images\001614.jpg,D:\Biology-AI\data\Task2_Attributes\images\001614.jpg,True,True,True,
001615,D:\Biology-AI\data\Task1_Segmentation\images\001615.jpg,D:\Biology-AI\data\Task2_Attributes\images\001615.jpg,True,True,True,
001616,D:\Biology-AI\data\Task1_Segmentation\images\001616.jpg,D:\Biology-AI\data\Task2_Attributes\images\001616.jpg,True,True,True,
001617,D:\Biology-AI\data\Task1_Segmentation\images\001617.jpg,D:\Biology-AI\data\Task2_Attributes\images\001617.jpg,True,True,True,
001618,D:\Biology-AI\data\Task1_Segmentation\images\001618.jpg,D:\Biology-AI\data\Task2_Attributes\images\001618.jpg,True,True,True,
001619,D:\Biology-AI\data\Task1_Segmentation\images\001619.jpg,D:\Biology-AI\data\Task2_Attributes\images\001619.jpg,True,True,True,
001620,D:\Biology-AI\data\Task1_Segmentation\images\001620.jpg,D:\Biology-AI\data\Task2_Attributes\images\001620.jpg,True,True,True,
001621,D:\Biology-AI\data\Task1_Segmentation\images\001621.jpg,D:\Biology-AI\data\Task2_Attributes\images\001621.jpg,True,True,True,
001622,D:\Biology-AI\data\Task1_Segmentation\images\001622.jpg,D:\Biology-AI\data\Task2_Attributes\images\001622.jpg,True,True,True,
001623,D:\Biology-AI\data\Task1_Segmentation\images\001623.jpg,D:\Biology-AI\data\Task2_Attributes\images\001623.jpg,True,True,True,
001624,D:\Biology-AI\data\Task1_Segmentation\images\001624.jpg,D:\Biology-AI\data\Task2_Attributes\images\001624.jpg,True,True,True,
001625,D:\Biology-AI\data\Task1_Segmentation\images\001625.jpg,D:\Biology-AI\data\Task2_Attributes\images\001625.jpg,True,True,True,
001626,D:\Biology-AI\data\Task1_Segmentation\images\001626.jpg,D:\Biology-AI\data\Task2_Attributes\images\001626.jpg,True,True,True,
