image_id,task1_image_path,task1_mask_path,pigment_network_mask,negative_network_mask,streaks_mask,milia_like_cysts_mask,globules_mask
001494,Task1_Segmentation/images/001494.jpg,Task1_Segmentation/masks/001494_segmentation.png,Task2_Attributes/masks/pigment_network/001494_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001494_attribute_negative_network.png,Task2_Attributes/masks/streaks/001494_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001494_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001494_attribute_globules.png
001495,Task1_Segmentation/images/001495.jpg,Task1_Segmentation/masks/001495_segmentation.png,Task2_Attributes/masks/pigment_network/001495_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001495_attribute_negative_network.png,Task2_Attributes/masks/streaks/001495_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001495_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001495_attribute_globules.png
001496,Task1_Segmentation/images/001496.jpg,Task1_Segmentation/masks/001496_segmentation.png,Task2_Attributes/masks/pigment_network/001496_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001496_attribute_negative_network.png,Task2_Attributes/masks/streaks/001496_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001496_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001496_attribute_globules.png
001497,Task1_Segmentation/images/001497.jpg,Task1_Segmentation/masks/001497_segmentation.png,Task2_Attributes/masks/pigment_network/001497_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001497_attribute_negative_network.png,Task2_Attributes/masks/streaks/001497_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001497_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001497_attribute_globules.png
001498,Task1_Segmentation/images/001498.jpg,Task1_Segmentation/masks/001498_segmentation.png,Task2_Attributes/masks/pigment_network/001498_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001498_attribute_negative_network.png,Task2_Attributes/masks/streaks/001498_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001498_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001498_attribute_globules.png
001499,Task1_Segmentation/images/001499.jpg,Task1_Segmentation/masks/001499_segmentation.png,Task2_Attributes/masks/pigment_network/001499_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001499_attribute_negative_network.png,Task2_Attributes/masks/streaks/001499_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001499_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001499_attribute_globules.png
001500,Task1_Segmentation/images/001500.jpg,Task1_Segmentation/masks/001500_segmentation.png,Task2_Attributes/masks/pigment_network/001500_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001500_attribute_negative_network.png,Task2_Attributes/masks/streaks/001500_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001500_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001500_attribute_globules.png
001501,Task1_Segmentation/images/001501.jpg,Task1_Segmentation/masks/001501_segmentation.png,Task2_Attributes/masks/pigment_network/001501_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001501_attribute_negative_network.png,Task2_Attributes/masks/streaks/001501_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001501_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001501_attribute_globules.png
001502,Task1_Segmentation/images/001502.jpg,Task1_Segmentation/masks/001502_segmentation.png,Task2_Attributes/masks/pigment_network/001502_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001502_attribute_negative_network.png,Task2_Attributes/masks/streaks/001502_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001502_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001502_attribute_globules.png
001503,Task1_Segmentation/images/001503.jpg,Task1_Segmentation/masks/001503_segmentation.png,Task2_Attributes/masks/pigment_network/001503_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001503_attribute_negative_network.png,Task2_Attributes/masks/streaks/001503_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001503_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001503_attribute_globules.png
001504,Task1_Segmentation/images/001504.jpg,Task1_Segmentation/masks/001504_segmentation.png,Task2_Attributes/masks/pigment_network/001504_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001504_attribute_negative_network.png,Task2_Attributes/masks/streaks/001504_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001504_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001504_attribute_globules.png
001505,Task1_Segmentation/images/001505.jpg,Task1_Segmentation/masks/001505_segmentation.png,Task2_Attributes/masks/pigment_network/001505_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001505_attribute_negative_network.png,Task2_Attributes/masks/streaks/001505_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001505_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001505_attribute_globules.png
001506,Task1_Segmentation/images/001506.jpg,Task1_Segmentation/masks/001506_segmentation.png,Task2_Attributes/masks/pigment_network/001506_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001506_attribute_negative_network.png,Task2_Attributes/masks/streaks/001506_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001506_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001506_attribute_globules.png
001507,Task1_Segmentation/images/001507.jpg,Task1_Segmentation/masks/001507_segmentation.png,Task2_Attributes/masks/pigment_network/001507_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001507_attribute_negative_network.png,Task2_Attributes/masks/streaks/001507_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001507_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001507_attribute_globules.png
001508,Task1_Segmentation/images/001508.jpg,Task1_Segmentation/masks/001508_segmentation.png,Task2_Attributes/masks/pigment_network/001508_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001508_attribute_negative_network.png,Task2_Attributes/masks/streaks/001508_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001508_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001508_attribute_globules.png
001509,Task1_Segmentation/images/001509.jpg,Task1_Segmentation/masks/001509_segmentation.png,Task2_Attributes/masks/pigment_network/001509_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001509_attribute_negative_network.png,Task2_Attributes/masks/streaks/001509_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001509_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001509_attribute_globules.png
001510,Task1_Segmentation/images/001510.jpg,Task1_Segmentation/masks/001510_segmentation.png,Task2_Attributes/masks/pigment_network/001510_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001510_attribute_negative_network.png,Task2_Attributes/masks/streaks/001510_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001510_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001510_attribute_globules.png
001511,Task1_Segmentation/images/001511.jpg,Task1_Segmentation/masks/001511_segmentation.png,Task2_Attributes/masks/pigment_network/001511_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001511_attribute_negative_network.png,Task2_Attributes/masks/streaks/001511_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001511_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001511_attribute_globules.png
001512,Task1_Segmentation/images/001512.jpg,Task1_Segmentation/masks/001512_segmentation.png,Task2_Attributes/masks/pigment_network/001512_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001512_attribute_negative_network.png,Task2_Attributes/masks/streaks/001512_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001512_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001512_attribute_globules.png
001513,Task1_Segmentation/images/001513.jpg,Task1_Segmentation/masks/001513_segmentation.png,Task2_Attributes/masks/pigment_network/001513_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001513_attribute_negative_network.png,Task2_Attributes/masks/streaks/001513_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001513_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001513_attribute_globules.png
001514,Task1_Segmentation/images/001514.jpg,Task1_Segmentation/masks/001514_segmentation.png,Task2_Attributes/masks/pigment_network/001514_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001514_attribute_negative_network.png,Task2_Attributes/masks/streaks/001514_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001514_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001514_attribute_globules.png
001515,Task1_Segmentation/images/001515.jpg,Task1_Segmentation/masks/001515_segmentation.png,Task2_Attributes/masks/pigment_network/001515_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001515_attribute_negative_network.png,Task2_Attributes/masks/streaks/001515_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001515_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001515_attribute_globules.png
001516,Task1_Segmentation/images/001516.jpg,Task1_Segmentation/masks/001516_segmentation.png,Task2_Attributes/masks/pigment_network/001516_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001516_attribute_negative_network.png,Task2_Attributes/masks/streaks/001516_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001516_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001516_attribute_globules.png
001517,Task1_Segmentation/images/001517.jpg,Task1_Segmentation/masks/001517_segmentation.png,Task2_Attributes/masks/pigment_network/001517_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001517_attribute_negative_network.png,Task2_Attributes/masks/streaks/001517_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001517_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001517_attribute_globules.png
001518,Task1_Segmentation/images/001518.jpg,Task1_Segmentation/masks/001518_segmentation.png,Task2_Attributes/masks/pigment_network/001518_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001518_attribute_negative_network.png,Task2_Attributes/masks/streaks/001518_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001518_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001518_attribute_globules.png
001519,Task1_Segmentation/images/001519.jpg,Task1_Segmentation/masks/001519_segmentation.png,Task2_Attributes/masks/pigment_network/001519_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001519_attribute_negative_network.png,Task2_Attributes/masks/streaks/001519_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001519_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001519_attribute_globules.png
001520,Task1_Segmentation/images/001520.jpg,Task1_Segmentation/masks/001520_segmentation.png,Task2_Attributes/masks/pigment_network/001520_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001520_attribute_negative_network.png,Task2_Attributes/masks/streaks/001520_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001520_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001520_attribute_globules.png
001521,Task1_Segmentation/images/001521.jpg,Task1_Segmentation/masks/001521_segmentation.png,Task2_Attributes/masks/pigment_network/001521_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001521_attribute_negative_network.png,Task2_Attributes/masks/streaks/001521_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001521_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001521_attribute_globules.png
001522,Task1_Segmentation/images/001522.jpg,Task1_Segmentation/masks/001522_segmentation.png,Task2_Attributes/masks/pigment_network/001522_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001522_attribute_negative_network.png,Task2_Attributes/masks/streaks/001522_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001522_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001522_attribute_globules.png
001523,Task1_Segmentation/images/001523.jpg,Task1_Segmentation/masks/001523_segmentation.png,Task2_Attributes/masks/pigment_network/001523_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001523_attribute_negative_network.png,Task2_Attributes/masks/streaks/001523_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001523_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001523_attribute_globules.png
001524,Task1_Segmentation/images/001524.jpg,Task1_Segmentation/masks/001524_segmentation.png,Task2_Attributes/masks/pigment_network/001524_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001524_attribute_negative_network.png,Task2_Attributes/masks/streaks/001524_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001524_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001524_attribute_globules.png
001525,Task1_Segmentation/images/001525.jpg,Task1_Segmentation/masks/001525_segmentation.png,Task2_Attributes/masks/pigment_network/001525_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001525_attribute_negative_network.png,Task2_Attributes/masks/streaks/001525_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001525_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001525_attribute_globules.png
001526,Task1_Segmentation/images/001526.jpg,Task1_Segmentation/masks/001526_segmentation.png,Task2_Attributes/masks/pigment_network/001526_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001526_attribute_negative_network.png,Task2_Attributes/masks/streaks/001526_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001526_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001526_attribute_globules.png
001527,Task1_Segmentation/images/001527.jpg,Task1_Segmentation/masks/001527_segmentation.png,Task2_Attributes/masks/pigment_network/001527_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001527_attribute_negative_network.png,Task2_Attributes/masks/streaks/001527_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001527_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001527_attribute_globules.png
001528,Task1_Segmentation/images/001528.jpg,Task1_Segmentation/masks/001528_segmentation.png,Task2_Attributes/masks/pigment_network/001528_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001528_attribute_negative_network.png,Task2_Attributes/masks/streaks/001528_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001528_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001528_attribute_globules.png
001529,Task1_Segmentation/images/001529.jpg,Task1_Segmentation/masks/001529_segmentation.png,Task2_Attributes/masks/pigment_network/001529_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001529_attribute_negative_network.png,Task2_Attributes/masks/streaks/001529_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001529_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001529_attribute_globules.png
001530,Task1_Segmentation/images/001530.jpg,Task1_Segmentation/masks/001530_segmentation.png,Task2_Attributes/masks/pigment_network/001530_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001530_attribute_negative_network.png,Task2_Attributes/masks/streaks/001530_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001530_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001530_attribute_globules.png
001531,Task1_Segmentation/images/001531.jpg,Task1_Segmentation/masks/001531_segmentation.png,Task2_Attributes/masks/pigment_network/001531_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001531_attribute_negative_network.png,Task2_Attributes/masks/streaks/001531_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001531_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001531_attribute_globules.png
001532,Task1_Segmentation/images/001532.jpg,Task1_Segmentation/masks/001532_segmentation.png,Task2_Attributes/masks/pigment_network/001532_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001532_attribute_negative_network.png,Task2_Attributes/masks/streaks/001532_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001532_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001532_attribute_globules.png
001533,Task1_Segmentation/images/001533.jpg,Task1_Segmentation/masks/001533_segmentation.png,Task2_Attributes/masks/pigment_network/001533_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001533_attribute_negative_network.png,Task2_Attributes/masks/streaks/001533_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001533_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001533_attribute_globules.png
001534,Task1_Segmentation/images/001534.jpg,Task1_Segmentation/masks/001534_segmentation.png,Task2_Attributes/masks/pigment_network/001534_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001534_attribute_negative_network.png,Task2_Attributes/masks/streaks/001534_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001534_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001534_attribute_globules.png
001535,Task1_Segmentation/images/001535.jpg,Task1_Segmentation/masks/001535_segmentation.png,Task2_Attributes/masks/pigment_network/001535_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001535_attribute_negative_network.png,Task2_Attributes/masks/streaks/001535_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001535_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001535_attribute_globules.png
001536,Task1_Segmentation/images/001536.jpg,Task1_Segmentation/masks/001536_segmentation.png,Task2_Attributes/masks/pigment_network/001536_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001536_attribute_negative_network.png,Task2_Attributes/masks/streaks/001536_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001536_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001536_attribute_globules.png
001537,Task1_Segmentation/images/001537.jpg,Task1_Segmentation/masks/001537_segmentation.png,Task2_Attributes/masks/pigment_network/001537_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001537_attribute_negative_network.png,Task2_Attributes/masks/streaks/001537_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001537_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001537_attribute_globules.png
001538,Task1_Segmentation/images/001538.jpg,Task1_Segmentation/masks/001538_segmentation.png,Task2_Attributes/masks/pigment_network/001538_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001538_attribute_negative_network.png,Task2_Attributes/masks/streaks/001538_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001538_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001538_attribute_globules.png
001539,Task1_Segmentation/images/001539.jpg,Task1_Segmentation/masks/001539_segmentation.png,Task2_Attributes/masks/pigment_network/001539_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001539_attribute_negative_network.png,Task2_Attributes/masks/streaks/001539_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001539_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001539_attribute_globules.png
001540,Task1_Segmentation/images/001540.jpg,Task1_Segmentation/masks/001540_segmentation.png,Task2_Attributes/masks/pigment_network/001540_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001540_attribute_negative_network.png,Task2_Attributes/masks/streaks/001540_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001540_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001540_attribute_globules.png
001541,Task1_Segmentation/images/001541.jpg,Task1_Segmentation/masks/001541_segmentation.png,Task2_Attributes/masks/pigment_network/001541_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001541_attribute_negative_network.png,Task2_Attributes/masks/streaks/001541_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001541_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001541_attribute_globules.png
001542,Task1_Segmentation/images/001542.jpg,Task1_Segmentation/masks/001542_segmentation.png,Task2_Attributes/masks/pigment_network/001542_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001542_attribute_negative_network.png,Task2_Attributes/masks/streaks/001542_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001542_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001542_attribute_globules.png
001543,Task1_Segmentation/images/001543.jpg,Task1_Segmentation/masks/001543_segmentation.png,Task2_Attributes/masks/pigment_network/001543_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001543_attribute_negative_network.png,Task2_Attributes/masks/streaks/001543_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001543_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001543_attribute_globules.png
001544,Task1_Segmentation/images/001544.jpg,Task1_Segmentation/masks/001544_segmentation.png,Task2_Attributes/masks/pigment_network/001544_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001544_attribute_negative_network.png,Task2_Attributes/masks/streaks/001544_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001544_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001544_attribute_globules.png
001545,Task1_Segmentation/images/001545.jpg,Task1_Segmentation/masks/001545_segmentation.png,Task2_Attributes/masks/pigment_network/001545_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001545_attribute_negative_network.png,Task2_Attributes/masks/streaks/001545_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001545_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001545_attribute_globules.png
001546,Task1_Segmentation/images/001546.jpg,Task1_Segmentation/masks/001546_segmentation.png,Task2_Attributes/masks/pigment_network/001546_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001546_attribute_negative_network.png,Task2_Attributes/masks/streaks/001546_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001546_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001546_attribute_globules.png
001547,Task1_Segmentation/images/001547.jpg,Task1_Segmentation/masks/001547_segmentation.png,Task2_Attributes/masks/pigment_network/001547_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001547_attribute_negative_network.png,Task2_Attributes/masks/streaks/001547_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001547_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001547_attribute_globules.png
001548,Task1_Segmentation/images/001548.jpg,Task1_Segmentation/masks/001548_segmentation.png,Task2_Attributes/masks/pigment_network/001548_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001548_attribute_negative_network.png,Task2_Attributes/masks/streaks/001548_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001548_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001548_attribute_globules.png
001549,Task1_Segmentation/images/001549.jpg,Task1_Segmentation/masks/001549_segmentation.png,Task2_Attributes/masks/pigment_network/001549_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001549_attribute_negative_network.png,Task2_Attributes/masks/streaks/001549_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001549_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001549_attribute_globules.png
001550,Task1_Segmentation/images/001550.jpg,Task1_Segmentation/masks/001550_segmentation.png,Task2_Attributes/masks/pigment_network/001550_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001550_attribute_negative_network.png,Task2_Attributes/masks/streaks/001550_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001550_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001550_attribute_globules.png
001551,Task1_Segmentation/images/001551.jpg,Task1_Segmentation/masks/001551_segmentation.png,Task2_Attributes/masks/pigment_network/001551_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001551_attribute_negative_network.png,Task2_Attributes/masks/streaks/001551_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001551_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001551_attribute_globules.png
001552,Task1_Segmentation/images/001552.jpg,Task1_Segmentation/masks/001552_segmentation.png,Task2_Attributes/masks/pigment_network/001552_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001552_attribute_negative_network.png,Task2_Attributes/masks/streaks/001552_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001552_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001552_attribute_globules.png
001553,Task1_Segmentation/images/001553.jpg,Task1_Segmentation/masks/001553_segmentation.png,Task2_Attributes/masks/pigment_network/001553_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001553_attribute_negative_network.png,Task2_Attributes/masks/streaks/001553_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001553_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001553_attribute_globules.png
001554,Task1_Segmentation/images/001554.jpg,Task1_Segmentation/masks/001554_segmentation.png,Task2_Attributes/masks/pigment_network/001554_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001554_attribute_negative_network.png,Task2_Attributes/masks/streaks/001554_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001554_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001554_attribute_globules.png
001555,Task1_Segmentation/images/001555.jpg,Task1_Segmentation/masks/001555_segmentation.png,Task2_Attributes/masks/pigment_network/001555_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001555_attribute_negative_network.png,Task2_Attributes/masks/streaks/001555_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001555_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001555_attribute_globules.png
001556,Task1_Segmentation/images/001556.jpg,Task1_Segmentation/masks/001556_segmentation.png,Task2_Attributes/masks/pigment_network/001556_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001556_attribute_negative_network.png,Task2_Attributes/masks/streaks/001556_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001556_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001556_attribute_globules.png
001557,Task1_Segmentation/images/001557.jpg,Task1_Segmentation/masks/001557_segmentation.png,Task2_Attributes/masks/pigment_network/001557_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001557_attribute_negative_network.png,Task2_Attributes/masks/streaks/001557_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001557_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001557_attribute_globules.png
001558,Task1_Segmentation/images/001558.jpg,Task1_Segmentation/masks/001558_segmentation.png,Task2_Attributes/masks/pigment_network/001558_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001558_attribute_negative_network.png,Task2_Attributes/masks/streaks/001558_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001558_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001558_attribute_globules.png
001559,Task1_Segmentation/images/001559.jpg,Task1_Segmentation/masks/001559_segmentation.png,Task2_Attributes/masks/pigment_network/001559_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001559_attribute_negative_network.png,Task2_Attributes/masks/streaks/001559_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001559_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001559_attribute_globules.png
001560,Task1_Segmentation/images/001560.jpg,Task1_Segmentation/masks/001560_segmentation.png,Task2_Attributes/masks/pigment_network/001560_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001560_attribute_negative_network.png,Task2_Attributes/masks/streaks/001560_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001560_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001560_attribute_globules.png
001561,Task1_Segmentation/images/001561.jpg,Task1_Segmentation/masks/001561_segmentation.png,Task2_Attributes/masks/pigment_network/001561_attribute_pigment_network.png,Task2_Attributes/masks/negative_network/001561_attribute_negative_network.png,Task2_Attributes/masks/streaks/001561_attribute_streaks.png,Task2_Attributes/masks/milia_like_cysts/001561_attribute_milia_like_cyst.png,Task2_Attributes/masks/globules/001561_attribute_globules.png
